geneID	10m	20m	30m	40m	50m	60m	80m	100m	120m	160m	geneName	function
YJL096W	0.65	0.87	0.75	0.5	0.23	0.32	0	-0.06	0.24	-0.38	MRPL49	Mitochondrial ribosomal protein of the large subunit
YJL097W				1.55		1					PHS1	"Essential 3-hydroxyacyl-CoA dehydratase of the ER membrane, involved in elongation of very long-chain fatty acids; evolutionarily conserved, similar to mammalian PTPLA and PTPLB; involved in sphingolipid biosynthesis and protein trafficking"
YJL098W	0			0.15		-2.25					SAP185	"Protein that forms a complex with the Sit4p protein phosphatase and is required for its function; member of a family of similar proteins including Sap4p, Sap155p, and Sap190p"
YJL099W	0.42	0.87	0.98	-0.4	0.71	0.38	-0.16	-0.02	-0.11	-0.43	CHS6	"Member of the ChAPs family of proteins (Chs5p-Arf1p-binding proteins: Bch1p, Bch2p, Bud7p, Chs6p), that forms the exomer complex with Chs5p to mediate export of specific cargo proteins, including Chs3p, from the Golgi to the plasma membrane"
YJL100W	1.05	0.5	0.78	-0.38	0.08	0.01	0.1	0.45	0.07	-0.14	LSB6	"Type II phosphatidylinositol 4-kinase that binds Las17p, which is a homolog of human Wiskott-Aldrich Syndrome protein involved in actin patch assembly and actin polymerization"
YJL101C		2.68	2.06	-0.57	1.35	1.2	0.37	0		-3.84	GSH1	"Gamma glutamylcysteine synthetase catalyzes the first step in glutathione (GSH) biosynthesis; expression induced by oxidants, cadmium, and mercury"
YJL102W	0.89	0.41	1.79	0.93	0.82	0.4	-0.07	-0.15	-0.25	-0.07	MEF2	Mitochondrial elongation factor involved in translational elongation
YJL103C		1.5	1.45	-0.2	0.89	0.99					GSM1	"Putative zinc cluster protein of unknown function; proposed to be involved in the regulation of energy metabolism, based on patterns of expression and sequence analysis"
YJL104W	0.12	-0.43	-0.07	-0.38	0.65	0.52	0.14	0.14	0.23	0.08	PAM16	Constituent of the import motor (PAM complex) component of the Translocase of the Inner Mitochondrial membrane (TIM23 complex); forms a 1:1 subcomplex with Pam18p and inhibits its cochaperone activity; contains a J-like domain
YJL105W	-0.23	-0.54	-0.27	-0.43	0.19	0.24	-0.06	-0.2	-0.51	-0.86	SET4	"Protein of unknown function, contains a SET domain"
YJL106W	1.53	0.85	0.45	0.23	0.4	0.49	-0.04	0.07	0.07	-0.42	IME2	"Serine/threonine protein kinase involved in activation of meiosis, associates with Ime1p and mediates its stability, activates Ndt80p; IME2 expression is positively regulated by Ime1p"
YJL107C		-0.01	-0.2		0.59	0.42			-2.74		YJL107C	"Putative protein of unknown function; expression is induced by activation of the HOG1 mitogen-activated signaling pathway and this induction is Hog1p/Pbs2p dependent; YJL107C and adjacent ORF, YJL108C are merged in related fungi"
YJL108C	0.61	-0.51	-0.84	-0.27	0.37	0.36	-0.03	0.01	-0.22	-0.45	PRM10	"Pheromone-regulated protein, proposed to be involved in mating; predicted to have 5 transmembrane segments; induced by treatment with 8-methoxypsoralen and UVA irradiation"
YJL109C	-1	-2.1	-1.41	-0.25	-0.25	-0.33	-0.12	0.01	-0.18	-0.2	UTP10	"Nucleolar protein, component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA; mutant has increased aneuploidy tolerance"
YJL110C	0.15	-0.56	-0.23	0.19	-0.07	-0.07	0.18	-0.58	0.25	0.06	GZF3	GATA zinc finger protein and Dal80p homolog that negatively regulates nitrogen catabolic gene expression by competing with Gat1p for GATA site binding; function requires a repressive carbon source; dimerizes with Dal80p and binds to Tor1p
YJL111W	0.03	0.16	-0.38	-0.23	-0.17	-0.29	-0.25	-0.62	-0.2	-0.04	CCT7	"Subunit of the cytosolic chaperonin Cct ring complex, related to Tcp1p, required for the assembly of actin and tubulins in vivo; mutant has increased aneuploidy tolerance"
YJL112W	0.21	-0.49	-0.1	-0.04	0.11	0.11	0.58	-0.45	0.42	0.39	MDV1	"Peripheral protein of the cytosolic face of the mitochondrial outer membrane, required for mitochondrial fission; interacts with Fis1p and with the dynamin-related GTPase Dnm1p; contains WD repeats"
YJL113W	-0.03	0.48	0.19	-0.07	0.01	0.03	-0.11	-0.03	-0.05	0.07	YJL113W	"Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes"
YJL114W	0.19	-0.3	0.19	0.9	0.04	-0.07	0.45	-0.67	0.21	0.18	YJL114W	Retrotransposon TYA Gag gene co-transcribed with TYB Pol; translated as TYA or TYA-TYB polyprotein; Gag is a nucleocapsid protein that is the structural constituent of virus-like particles (VLPs); similar to retroviral Gag
YJL115W	-0.23	0.23	-0.09	-0.36	0.16	-0.25	0.07	-0.01	0.32	0.36	ASF1	"Nucleosome assembly factor, involved in chromatin assembly and disassembly, anti-silencing protein that causes derepression of silent loci when overexpressed; plays a role in regulating Ty1 transposition"
YJL116C	0.08	-0.17	0.6	1.01	0.04	0.98	1.01	0.07	1.58	1.08	NCA3	Protein that functions with Nca2p to regulate mitochondrial expression of subunits 6 (Atp6p) and 8 (Atp8p ) of the Fo-F1 ATP synthase; member of the SUN family; expression induced in cells treated with the mycotoxin patulin
YJL117W		-0.17	-0.32	-0.03	-0.25	-0.1					PHO86	"Endoplasmic reticulum (ER) resident protein required for ER exit of the high-affinity phosphate transporter Pho84p, specifically required for packaging of Pho84p into COPII vesicles"
YJL118W	-0.47	-0.67	-0.01	-0.55	-0.27	-0.16	0.03	-0.26	0.03	0.12	YJL118W	"Putative protein of unknown function; may interact with ribosomes, based on co-purification experiments; YJL18W is a non-essential gene; deletion enhances the toxicity of heterologously expressed human alpha-synuclein"
YJL119C	0.18	0.55	-0.47	-0.43	-0.27	-0.18	0.14	-0.2	0.1	0.36	YJL119C	"Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data"
YJL120W	0.19	-0.21	-0.06	-0.04	-0.13	-0.14	-0.18	-0.09	0.08	-0.16	YJL120W	"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified gene YJL121C/RPE1; deletion confers sensitivity to GSAO"
YJL122W	-1.25	-3.18	-2.32	-1.6	-0.67	-0.38	0.11	-0.36	0.23	0.06	ALB1	Shuttling pre-60S factor; involved in the biogenesis of ribosomal large subunit; interacts directly with Arx1p; responsible for Tif6p recycling defects in absence of Rei1p
YJL123C	-0.27	-0.27	0.28	-0.62	-0.01	0.06	0.06	-0.4	-0.15	0.06	MTC1	Protein of unknown function that may interact with ribosomes; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and to COPI-coated vesicles (early Golgi); mtc1 is synthetically lethal with cdc13-1
YJL124C	-0.49	-0.89	-0.79	-0.56	-0.01	-0.06	0.1	-0.3	-0.01	0.21	LSM1	"Lsm (Like Sm) protein; forms heteroheptameric complex (with Lsm2p, Lsm3p, Lsm4p, Lsm5p, Lsm6p, and Lsm7p) involved in degradation of cytoplasmic mRNAs"
YJL125C	-0.74	-0.94	-0.76	-1.69	-0.47	-0.15	-0.09	-0.49	-0.14	-0.01	GCD14	"Subunit of tRNA (1-methyladenosine) methyltransferase, with Gcd10p, required for the modification of the adenine at position 58 in tRNAs, especially tRNAi-Met; first identified as a negative regulator of GCN4 expression"
YJL126W	0.37	-0.64	-0.32	-0.01	-0.4	0.41	0.25	-0.2	0.26	0.38	NIT2	"Nit protein, one of two proteins in S. cerevisiae with similarity to the Nit domain of NitFhit from fly and worm and to the mouse and human Nit protein which interacts with the Fhit tumor suppressor; nitrilase superfamily member"
YJL127C	-0.36	-0.27	0.02	-0.88	-0.21	-0.19	-0.09	-0.12	-0.28	0.09	SPT10	"Putative histone acetylase with a role in transcriptional silencing, sequence-specific activator of histone genes, binds specifically and cooperatively to pairs of UAS elements in core histone promoters, functions at or near the TATA box"
YJL128C	-0.15	-0.42	0.14	-0.23	0.06	-0.03	-0.1	-0.36	-0.17	-0.1	PBS2	MAP kinase kinase of the HOG signaling pathway; activated under severe osmotic stress; mitophagy-specific regulator; plays a role in regulating Ty1 transposition
YJL129C	-0.38	-1.69	-0.56	-1.38	-0.23	-0.27	0.01	-0.42	-0.22	0.06	TRK1	"Component of the Trk1p-Trk2p potassium transport system; 180 kDa high affinity potassium transporter; phosphorylated in vivo and interacts physically with the phosphatase Ppz1p, suggesting Trk1p acitivy is regulated by phosphorylation"
YJL130C	-0.35	-0.4	-0.55	-0.18	-0.36	0.21	0.89	-0.06	-0.22	0.08	URA2	"Bifunctional carbamoylphosphate synthetase (CPSase)-aspartate transcarbamylase (ATCase), catalyzes the first two enzymatic steps in the de novo biosynthesis of pyrimidines; both activities are subject to feedback inhibition by UTP"
YJL131C	0.43		0.82	0.03	0.51	0.45	0.21	-0.15	0.18	0.33	AIM23	"Putative protein of unknown function; the authentic non-tagged protein is detected in highly purified mitochondria; null mutant is viable, displays severe respiratory growth defect and elevated frequency of mitochondrial genome loss"
YJL132W	0.01	0.7	0.41	0.42	0.78	0.37	0.55	0.23	0.66	0.57	YJL132W	Putative protein of unknown function; localizes to the membrane fraction; possible Zap1p-regulated target gene induced by zinc deficiency; YJL132W is a non-essential gene
YJL133W	0	-0.34	-0.43	-1.06	-0.3	-0.01	0.1	-0.42	-0.14	0.1	MRS3	"Iron transporter that mediates Fe2+ transport across the inner mitochondrial membrane; mitochondrial carrier family member, similar to and functionally redundant with Mrs4p; active under low-iron conditions; may transport other cations"
YJL134W	-0.6	-0.25	-0.47	0.25	-0.84	-0.56	-0.01	0.18	0.24	0.26	LCB3	"Long-chain base-1-phosphate phosphatase with specificity for dihydrosphingosine-1-phosphate, regulates ceramide and long-chain base phosphates levels, involved in incorporation of exogenous long chain bases in sphingolipids"
YJL135W	-0.56	-1.09	-0.81	-0.18	-0.54	-0.32	-0.29	-0.03	-0.15	0.06	YJL135W	"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified genes YJL134W/LCB3"
YJL136C	-0.84	-1.22	-1.97	-1.5	-1.19	-0.99	-0.4	-0.32	-0.07	0.05	RPS21B	Protein component of the small (40S) ribosomal subunit; nearly identical to Rps21Ap and has similarity to rat S21 ribosomal protein
YJL137C	-0.84	-0.86	-1.09	-1.29	-0.14	-0.04	0	0.1	0.04	0.11	GLG2	"Self-glucosylating initiator of glycogen synthesis, also glucosylates n-dodecyl-beta-D-maltoside; similar to mammalian glycogenin"
YJL138C	-0.03	-1.15	-1.25	-0.76	-0.97	-0.69	-0.06	0.04	0.23	0.1	TIF2	"Translation initiation factor eIF4A, identical to Tif1p; DEA(D/H)-box RNA helicase that couples ATPase activity to RNA binding and unwinding; forms a dumbbell structure of two compact domains connected by a linker; interacts with eIF4G"
YJL139C	-0.54	-0.38	-0.4	0.19	-0.04	-0.07	-0.18	0.01	-0.09	0.12	YUR1	"Mannosyltransferase of the KTR1 family, involved in protein N-glycosylation; located in the Golgi apparatus"
YJL140W	0.03	0.3	-0.4	-0.22	-0.27	-0.36	0.11	0.18	0.18	0.16	RPB4	RNA polymerase II subunit B32; forms two subunit dissociable complex with Rpb7p; involved in recruitment of 3'-end processing factors to transcribing RNA polymerase II complex and in export of mRNA to cytoplasm under stress conditions; also involved in translation initiation
YJL141C	-0.3	0.01	0.3	1.33	0.03	0.26	0.1	0.33	-0.15	0.12	YAK1	"Serine-threonine protein kinase; component of a glucose-sensing system that inhibits growth in response to glucose availability; upon nutrient deprivation Yak1p phosphorylates Pop2p to regulate mRNA deadenylation, the co-repressor Crf1p to inhibit transcription of ribosomal genes, and the stress-responsive transcription factors Hsf1p and Msn2p; nuclear localization negatively regulated by the Ras/PKA signaling pathway in the presence of glucose"
YJL142C	0.08	-0.01	0.06	0.07	0.2	0.08	0.1	0.3	0.3	0.23	YJL142C	"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps verified gene YJL141C; null mutant displays increased levels of spontaneous Rad52p foci"
YJL143W		0.16	-0.25	-0.64	-0.38	0.42	0.11	0.34	0.2	0.29	TIM17	"Essential subunit of the Translocase of the Inner Mitochondrial membrane (TIM23 complex); with Tim23p, contributes to the architecture and function of the import channel; may link the import motor to the core TIM23 complex"
YJL144W	0.44	0.3	0.77	0.07	-0.25	-0.07	0.06	0.21	0.16	0.44	ROQ1	"Cytoplasmic hydrophilin with a role in dessication resistance; expression induced by osmotic stress, starvation and during stationary phase; GFP-fusion protein is induced by the DNA-damaging agent MMS"
YJL145W	0.81	0.39	0.34	0.6	-0.42	-0.12	-0.04	0.01	-0.22	0.12	SFH5	"Non-classical phosphatidylinositol transfer protein (PITP); exhibits PI- but not PC-transfer activity; localizes to the peripheral endoplasmic reticulum, cytosol and microsomes; similar to Sec14p"
YJL146W		0.43	0.4	0.65	-0.18	-0.17					IDS2	"Protein involved in modulation of Ime2p activity during meiosis, appears to act indirectly to promote Ime2p-mediated late meiotic functions; found in growing cells and degraded during sporulation"
YJL147C	-0.49	-0.25	0.08	0.68	-0.47	-0.4	-0.36	0.03	-0.43	-0.09	SMT1	Mitochondrial protein of unknown function; homozygous diploid deletion strain has a sporulation defect characterized by elevated dityrosine in the soluble fraction; expression induced by calcium shortage; YJL147W is a non-essential gene
YJL148W	-1.15	-2.25	-2.4	-1.18	-1.22	-0.69	-0.3	-0.2	-0.01	-0.15	RPA34	RNA polymerase I subunit A34.5
YJL149W		-0.04	0.36	-1.09	-0.04	-0.07			-0.43		DAS1	Putative SCF ubiquitin ligase F-box protein; interacts physically with both Cdc53p and Skp1 and genetically with CDC34; similar to putative F-box protein YDR131C
YJL150W				-0.45		0.74					YJL150W	"Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data"
YJL151C	0.07	0.04	0.41	0.9	-0.09	-0.27	0.32	0.57	-0.32	0.26	SNA3	"Integral membrane protein localized to vacuolar intralumenal vesicles, computational analysis of large-scale protein-protein interaction data suggests a possible role in either cell wall synthesis or protein-vacuolar targeting"
YJL152W	-0.34	-0.64	0.04	-0.49	-0.47	-0.74	0.29	0.25	0.28	0.34	YJL152W	"Dubious ORF unlikely to encode a functional protein, based on available experimental and comparative sequence data"
YJL153C	-1	1	-0.81	-1.47	-0.84	-0.2	0.23	0.5	-0.43	0.14	INO1	"Inositol-3-phosphate synthase, involved in synthesis of inositol phosphates and inositol-containing phospholipids; transcription is coregulated with other phospholipid biosynthetic genes by Ino2p and Ino4p, which bind the UASINO DNA element"
YJL154C	0.1	-0.49	0.01	0.21	0.01	-0.43	-0.42	-0.07	-0.38	0	VPS35	"Endosomal subunit of membrane-associated retromer complex required for retrograde transport; receptor that recognizes retrieval signals on cargo proteins, forms subcomplex with Vps26p and Vps29p that selects cargo proteins for retrieval"
YJL155C		1.41	1.44	-0.6	1.21	0.58			-0.36		FBP26	"Fructose-2,6-bisphosphatase, required for glucose metabolism"
YJL156C	3.09	-0.36	-0.47	-1.36	-0.15	-0.15				3.17	SSY5	"Serine protease of SPS plasma membrane amino acid sensor system (Ssy1p-Ptr3p-Ssy5p); contains an inhibitory domain that dissociates in response to extracellular amino acids, freeing a catalytic domain to activate transcription factor Stp1p"
YJL157C		-1.51	-1.25	-1.06	-1.06	-1.15			-0.18		FAR1	"Cyclin-dependent kinase inhibitor that mediates cell cycle arrest in response to pheromone; also forms a complex with Cdc24p, Ste4p, and Ste18p that may specify the direction of polarized growth during mating; potential Cdc28p substrate"
YJL158C	-0.3		-0.32	-0.04	-0.81	-0.27	-0.12	0.03	0.18	0.27	CIS3	Mannose-containing glycoprotein constituent of the cell wall; member of the PIR (proteins with internal repeats) family
YJL160C				-0.74							PIR5	"Putative protein of unknown function; member of the PIR (proteins with internal repeats) family of cell wall proteins; non-essential gene that is required for sporulation; mRNA is weakly cell cycle regulated, peaking in mitosis"
YJL161W	0.14	1.07	2.92	2.49	1.87	1.32	0.34	0.41	0.14	0.58	FMP33	"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
YJL162C	3.25	-0.71	-0.56	-0.56	-0.4	-0.54					JJJ2	"Protein of unknown function, contains a J-domain, which is a region with homology to the E. coli DnaJ protein"
YJL163C	0.06	-0.1	0.12	-0.66	0.9	0.54	0.32	0.1	0.11	0.18	YJL163C	Putative protein of unknown function
YJL164C	0.52	0.46	0.74	-0.29	1.45	0.8		1.49			TPK1	cAMP-dependent protein kinase catalytic subunit; promotes vegetative growth in response to nutrients via the Ras-cAMP signaling pathway; inhibited by regulatory subunit Bcy1p in the absence of cAMP; partially redundant with Tpk2p and Tpk3p
YJL165C	0.14	-0.06	0.19	-1.09	-0.47	-0.29	-0.14	-0.27	-0.38	-0.2	HAL5	"Putative protein kinase; overexpression increases sodium and lithium tolerance, whereas gene disruption increases cation and low pH sensitivity and impairs potassium uptake, suggesting a role in regulation of Trk1p and/or Trk2p transporters"
